id,age,gender,city_code
59597,98,2,142550
148268,52,1,94562
148145,9,1,10104
5293,89,1,55687
163922,72,2,63740
122701,14,1,64238
31828,87,2,89801
133097,42,2,179409
100817,76,2,167035
123018,37,2,93487
55776,79,2,44391
110180,85,1,5577
136962,27,1,139884
21436,46,2,27686
42238,86,1,159428
176632,79,1,91982
90680,41,1,176551
92550,88,2,74931
198682,43,2,148328
137810,50,1,161179
134365,14,2,13301
163815,13,2,68002
32154,7,1,161525
31750,96,2,97090
179115,71,2,36499
140095,58,1,68887
65541,7,2,80249
140321,59,2,174254
60558,74,1,35090
176525,63,2,21506
76071,1,2,20965
171593,6,2,34477
67664,82,2,130062
40406,81,1,159516
12105,97,1,137611
106966,56,1,17575
55589,29,1,17254
111343,2,2,65105
197501,37,2,53103
54049,76,2,98257
86466,54,2,155289
135073,36,1,61005
2084,10,1,156927
89670,6,2,75686
119167,34,2,40303
77126,2,2,36809
51438,77,2,115897
98666,26,1,74842
42185,28,2,146995
171156,45,1,130357
75478,14,2,107118
152233,61,2,10006
60006,36,2,86188
137661,21,2,152760
120639,67,2,127224
58273,2,1,156473
3719,62,2,180064
110095,64,1,162381
8984,77,2,146584
131214,25,2,157683
69934,61,1,156927
88114,63,2,26840
90427,67,2,115307
158795,86,2,126718
139821,88,1,154013
199965,75,1,179980
113533,1,1,161945
43660,98,2,15448
25987,40,2,180037
134633,9,2,179917
3962,41,1,112469
187183,100,2,157898
166602,73,2,155083
86004,16,1,176338
112341,67,1,26379
3569,7,1,159071
134515,3,1,154932
13267,69,1,22898
26885,97,1,179837
28465,91,1,178475
30096,68,2,81095
23202,21,2,102945
173851,67,2,153865
19322,8,1,117177
119540,66,1,114453
87727,92,2,154380
138113,100,2,172340
124808,58,1,53210
56793,66,1,110946
133264,25,2,133615
63726,99,2,22380
168892,63,1,159366
120036,32,2,176551
83451,92,1,6217
169546,93,2,53700
142495,42,1,107733
95336,11,1,51546
45431,52,2,12509
59303,26,1,159366
70573,64,2,95471
126822,15,1,39967
117248,8,1,9887
77350,50,1,123790
181462,88,1,97321
128897,74,1,146931
157946,25,2,7099
128914,56,1,26742
166635,51,2,145961
41855,47,1,28415
32643,41,2,48922
12007,26,1,140672
188785,59,1,157031
197363,72,1,80766
91359,68,1,74581
5716,30,2,76040
73869,80,2,9495
85025,27,1,175368
171421,38,2,74907
116049,33,2,52785
35073,58,2,61210
139083,48,2,28497
174962,36,1,154228
27210,48,1,168041
161365,23,2,114355
62219,18,1,19999
87313,92,1,123601
130328,95,1,89151
32338,13,2,124028
58512,90,1,41667
167439,19,2,42682
166013,78,2,80560
8388,24,2,72383
27431,8,2,149502
92886,4,1,155118
41769,21,1,165817
55933,38,2,134755
17485,89,2,168675
44124,64,1,112904
195928,42,2,146708
4547,36,2,92765
182208,57,2,151978
190492,61,2,148765
96072,10,2,159213
78172,73,1,172082
87190,90,1,105384
150744,38,2,18741
122696,25,1,121876
36802,5,1,86188
121525,75,2,71956
23864,56,2,9654
134474,33,1,156311
31986,31,1,56265
105914,41,2,36532
147912,28,2,114079
166964,47,1,124634
176795,54,2,32027
60532,1,1,141580
72782,7,2,161179
170030,46,2,49643
70375,41,2,154415
65246,63,1,85760
171535,48,2,103194
83053,51,2,18554
16321,47,2,131540
124767,0,2,167981
67621,15,1,159525
190673,94,2,157585
114734,21,1,10872
180800,83,2,33658
69439,83,2,102749
123824,14,2,117667
48625,60,1,11584
162722,91,1,157585
45965,52,1,9832
173686,97,2,41621
118046,95,2,160911
60413,15,2,153561
188505,31,1,179141
185999,47,1,27757
82558,42,1,30648
111534,56,1,81095
13002,8,2,62486
47144,39,2,145998
27267,63,2,15313
111137,76,2,92097
101825,47,1,68253
88304,64,2,24766
34903,75,1,50549
149400,8,1,87576
112857,59,2,17824
97812,17,1,156589
152280,58,2,101724
137725,51,2,100576
98857,30,2,34645
181482,96,2,106620
191281,74,2,179659
71893,40,2,133866
31689,90,2,4142
157264,34,2,81816
181470,82,1,179196
189685,88,2,113974
17212,24,2,36569
160551,62,2,39738
109637,54,1,64238
30621,26,1,157683
36720,50,2,155109
24767,18,2,29092
175712,63,1,149833
12788,7,1,15402
3731,99,1,110875
160990,78,2,1794
156848,61,2,153936
197358,60,1,34477
27129,74,1,108473
150495,86,1,118995
151346,37,2,73852
78874,47,1,164981
85108,54,1,158779
138601,79,1,32394
70745,34,1,48968
120801,64,1,140770
49754,81,2,102419
11111,27,1,39975
126254,41,1,44462
181494,59,1,178929
161658,16,2,112370
132351,4,1,160323
118288,78,1,103014
51531,99,1,64238
93504,96,1,44257
188944,55,2,55838
107678,36,1,47006
6169,76,2,75711
9013,87,2,70968
156611,30,2,24276
136124,91,1,90119
83883,79,1,144508
142038,53,1,100317
27385,54,1,136526
2721,77,2,43073
127556,7,2,152172
130111,46,2,97777
128111,6,2,115389
40732,79,2,160877
141203,97,1,61121
50744,84,2,51305
82545,4,2,23715
330,12,2,160387
122757,54,1,119386
32083,39,2,10006
41783,90,2,4188
15990,89,2,34547
61687,50,1,17726
97033,49,1,51573
177683,48,2,180019
123640,13,2,79157
15153,89,1,63189
162858,1,2,61513
65546,41,1,40198
3299,94,2,63326
42652,76,1,93735
61209,87,2,169253
84174,31,1,146904
107798,31,1,11398
139805,41,2,53103
185878,84,1,39168
162840,99,1,87291
80670,67,2,159883
56212,25,1,98051
45332,29,1,143888
108883,43,1,1696
16279,69,2,127288
121561,3,1,101298
163452,19,1,155546
135077,87,1,150445
141606,66,2,153151
197157,51,2,32811
29482,89,1,89026
90801,19,1,140627
192474,7,2,58464
84904,21,1,78329
23396,50,1,51449
37650,53,1,94161
29501,100,2,127750
90361,81,1,11398
83258,35,1,68280
44914,75,1,63893
11870,71,2,21196
171618,22,2,156437
170170,6,2,179828
145686,44,2,115708
193949,24,2,111480
28359,9,2,179551
141855,64,1,155092
143209,74,2,108874
8658,1,2,30014
86966,78,1,5309
184963,80,1,103407
173561,56,1,93487
6810,3,1,138501
98301,66,1,58142
83154,72,2,142177
179706,92,2,1071
86637,98,1,22941
95920,49,1,97679
54427,74,1,36131
177704,32,1,116340
33138,23,1,107270
115654,100,2,106684
90182,49,1,58204
198649,17,1,127625
110746,25,2,66198
8067,47,2,43313
12454,81,2,105259
186821,13,1,167179
64351,47,1,149414
70932,60,2,73503
173167,19,1,31333
73039,23,2,132342
130352,88,1,80711
141010,95,1,11307
176173,93,2,107485
169389,60,1,120316
45827,39,1,115600
26272,89,1,151479
66122,16,1,77180
166551,81,1,9574
54346,91,1,78542
180742,53,1,158449
170319,48,2,101957
127329,27,2,174922
88529,4,2,82314
199298,15,1,147205
89535,13,1,129898
168140,84,2,55311
115494,83,2,38544
81934,43,1,25521
58774,97,1,68887
153072,76,1,34075
73210,45,2,28246
125434,35,2,177405
79978,29,1,166413
39916,80,1,124117
79706,13,2,142122
22811,20,1,98916
162296,5,1,153589
95873,71,1,47774
16958,9,1,145499
113253,5,2,23127
117898,52,2,74359
196224,29,2,150524
42800,63,1,178313
1737,50,1,34422
50503,1,2,28665
160915,85,1,126503
164401,31,2,73335
14862,8,1,151763
65043,78,1,7446
103641,1,2,121938
159270,16,2,110535
55888,0,2,96888
153589,54,1,53372
120365,77,2,30229
183241,76,2,9690
100745,66,2,107118
90485,44,2,179551
134409,51,1,29243
154308,49,2,29092
42859,52,2,75221
107568,76,2,63326
175798,47,2,65147
141537,44,1,101056
136183,41,2,53577
57170,83,2,60062
107201,57,2,15983
25445,52,1,73246
30788,70,1,159446
20371,57,2,93735
61808,49,2,129460
68985,10,1,84825
50483,92,1,165470
144924,36,2,60026
81083,61,2,148970
25725,87,1,144553
152894,93,1,177405
11948,46,1,107975
3789,77,1,94795
139447,60,2,125542
99081,29,1,19999
13090,54,2,117505
130295,54,1,157273
63044,76,2,47159
120189,51,1,156534
1103,64,2,3805
171517,56,1,143922
37760,24,2,100781
136292,63,1,51387
170032,94,2,93646
115445,20,1,133919
151193,80,2,147937
56807,23,2,78668
66243,29,2,6761
147891,36,2,107715
107864,56,1,127938
173849,3,2,96815
111846,89,1,22237
97632,44,2,150178
175883,46,1,130357
148673,28,1,155145
167870,98,1,46313
95893,22,2,60482
30352,97,2,3761
46265,55,2,91232
96184,8,1,147937
13610,94,1,130231
16448,20,2,22898
75467,24,1,51387
147356,98,1,177557
161970,51,1,159525
178694,89,1,82136
122645,19,1,39658
111192,19,1,21454
168408,48,2,135850
152876,57,1,152038
68860,34,2,100576
162708,65,1,2577
186296,58,1,65121
166684,79,1,145792
14078,37,2,101243
145296,14,1,106782
14568,11,2,64041
26532,56,1,58008
116518,64,2,64425
10541,85,1,12643
64369,23,1,130366
52150,3,2,61167
195518,31,2,98051
147483,36,1,26346
99794,14,2,133330
178174,15,1,74923
120370,12,2,73013
4705,78,2,47578
176288,38,2,68921
59979,81,1,163832
1955,60,2,44391
75426,43,1,161482
177468,62,2,166137
97948,54,1,100353
189494,100,2,119750
130367,81,1,59416
29900,73,1,50969
142433,57,1,65681
2428,61,1,129184
163643,13,1,42472
97278,88,2,133562
54946,47,1,39612
158692,8,1,126326
40291,67,2,71518
94419,30,1,145792
108369,65,1,60687
99080,86,1,100549
157538,26,1,40367
184694,78,2,24427
39783,93,1,137728
44711,96,2,107868
176934,33,1,100308
177503,35,1,119206
43624,12,1,129718
63355,14,1,147134
43692,93,2,58721
107858,50,1,10765
192531,25,1,33337
147094,58,1,101378
10356,1,1,34360
130009,43,2,168559
164373,15,2,56461
122543,88,1,160680
182683,35,1,83561
28260,67,1,22059
117887,5,2,76692
189277,61,2,130348
156254,85,2,10373
190523,77,2,122285
34697,0,1,129246
34779,51,1,63866
70545,71,2,158608
73578,75,2,165899
198622,89,2,76638
164831,49,2,44532
176614,71,1,84656
158314,33,1,61167
7045,14,2,117827
94785,68,2,136107
53652,13,2,23494
167911,21,2,145603
10461,1,1,170872
99900,94,1,8014
56483,12,2,79932
38584,18,1,123013
85161,77,1,54387
72033,74,2,31654
9567,41,1,8826
156888,9,1,118575
58853,76,1,60099
178905,35,1,86366
127110,33,2,83197
10974,69,1,179196
163189,81,1,67256
91538,37,2,36649
163837,48,1,123601
41324,95,2,6164
99399,65,1,13757
1779,34,2,129380
31923,86,2,17851
179806,43,1,10943
199182,54,2,78711
25822,84,2,65413
53814,50,1,160644
59424,60,1,100353
16498,83,2,63580
197807,69,2,166985
88907,89,2,75221
94861,97,1,70879
63786,13,1,103693
173217,36,2,84629
161094,91,1,125418
149012,47,1,100273
152242,67,1,157451
125166,54,1,156801
186561,76,2,93156
189310,26,2,51984
166249,68,2,76674
90730,35,1,115307
29058,40,1,94580
113464,22,2,9627
139853,29,1,60482
183854,8,1,179935
4206,71,2,24187
187530,13,1,33621
110319,8,2,132574
11326,0,1,126905
114936,55,2,76175
151973,94,2,61951
89254,77,2,167473
129403,78,1,15313
156056,49,2,101001
147867,5,1,105106
33808,28,1,40492
111451,61,2,154521
176879,22,1,84460
15230,45,2,167277
91736,37,2,151022
72364,31,2,40688
39016,23,2,20466
8005,4,1,77180
49006,57,2,124616
71577,73,1,64005
129524,58,1,65841
32524,31,2,145738
147667,60,1,83525
79026,38,2,106979
130538,98,1,111006
79311,98,1,92961
57196,72,2,14673
158118,7,1,43242
55378,76,2,125846
85072,11,2,137746
58043,3,1,123790
169785,53,2,95872
999,20,1,16659
67562,34,2,123709
41912,3,1,16908
104239,18,1,156801
39909,11,2,139287
108524,46,2,144928
115462,19,1,101617
188872,80,1,12037
84560,69,2,117426
26052,54,2,108794
58091,46,2,93236
14034,100,1,71858
47898,82,2,149049
92651,36,1,50326
73419,18,1,12340
55114,5,1,87638
58047,64,2,39792
42977,31,1,112744
135567,29,1,103899
17300,62,2,107430
164011,55,1,140869
56299,98,2,57742
93614,29,1,150702
67078,38,1,104886
93638,29,1,61871
96345,97,1,155154
180264,78,2,111480
2495,29,2,64238
150066,33,2,28139
121985,3,2,16944
96067,52,2,29403
26709,46,2,140501
171936,54,2,98113
62992,69,2,30274
122812,81,1,174744
127167,95,2,70897
13694,91,2,44863
133344,27,1,89954
158354,12,1,27285
56127,1,2,96370
30380,58,2,49956
59991,22,2,147526
2193,38,1,74135
152943,77,1,42771
174360,18,1,150356
35975,14,2,27285
143325,4,2,70414
167873,72,1,135128
153791,88,1,36756
174687,0,1,37672
131055,85,2,37011
126543,100,1,14753
119240,26,2,141312
125533,78,2,23975
7186,56,1,106407
139791,64,1,158895
197895,21,2,44532
49335,64,2,157585
51000,70,2,153400
171051,95,1,8229
179997,40,2,140770
87189,56,2,159375
123988,58,2,67773
162929,24,1,66330
162942,89,1,110571
61523,97,1,127288
191388,93,2,86687
30277,54,2,66438
94130,70,2,25861
11202,36,1,30336
153428,62,1,60507
52699,100,1,42058
90396,91,1,97919
174136,50,1,26840
53927,90,2,115389
58673,39,1,46313
53648,27,1,114355
6550,4,2,113233
96773,95,2,145293
26649,53,2,16908
535,97,2,110535
168565,47,1,153295
174378,88,1,106318
46541,89,1,19007
192139,15,2,176891
177336,14,2,49019
1682,62,2,152724
191059,91,1,11762
100623,90,1,126674
156336,31,2,131577
21856,97,1,97919
101370,3,2,43313
105898,72,2,62020
68526,9,1,76807
82974,95,2,110688
169095,36,1,93735
69214,97,1,74171
23245,66,1,124938
190838,23,1,100576
7623,28,2,16551
31545,64,1,179953
23501,34,2,49439
67033,63,1,137675
89402,46,2,19141
37242,10,2,122187
29570,22,1,102909
195053,75,2,92587
172012,20,2,11236
128484,17,2,116983
123042,20,2,75098
144918,57,2,168755
63347,23,2,42236
130019,30,1,92961
73308,91,2,60026
154228,36,1,55687
68981,84,1,161106
77691,3,2,139287
55351,74,2,115147
76411,22,1,57948
53816,71,1,24276
53990,63,2,87843
93057,46,1,22059
182099,24,1,157086
42860,32,2,119974
113815,48,2,161259
131298,76,1,112334
68594,64,1,55062
80086,96,1,151512
74048,96,2,4268
115908,84,1,9538
175142,32,2,31716
26094,69,1,153589
196056,13,1,17575
197228,29,2,151521
63360,4,1,26029
42063,84,1,54975
167742,26,1,78141
14743,30,1,165416
126090,33,1,57546
189790,45,1,145042
83141,28,2,74842
69969,54,2,157898
90102,33,2,93851
98058,10,2,107430
94206,19,2,68128
41659,68,1,151022
184013,31,1,120888
30189,85,2,61283
176135,5,1,159883
131,45,2,161286
118415,70,1,84344
42023,19,2,146995
108580,17,2,141786
191403,15,2,28763
183651,82,1,8229
180753,87,2,59586
47949,29,1,72953
146709,60,2,128524
16800,16,1,127064
139951,14,2,58918
113717,62,2,140324
163390,38,2,146021
49739,99,1,127019
32151,95,2,160644
175808,72,2,130981
191571,42,2,89348
56231,85,1,114060
159723,51,1,137899
189372,71,1,151512
57781,79,2,60482
31870,17,2,53210
60666,82,2,78604
144284,3,1,121876
179064,29,1,103960
146118,26,1,99101
120850,13,2,96147
167033,59,1,73246
169545,1,2,60169
151852,34,2,152172
34308,34,1,109826
10964,35,1,144303
188310,77,2,155760
932,62,1,124493
88511,97,2,93664
103573,16,2,113607
176680,76,1,91330
149668,44,2,94688
71965,17,1,15402
181017,41,1,16285
50457,9,1,54699
183240,82,2,52954
192314,70,1,23644
10563,58,1,36532
160821,26,1,179132
69155,94,1,70502
14175,32,1,112370
101792,23,2,104751
197687,4,2,82136
74218,75,1,110116
73703,75,1,101724
103147,55,2,151479
113739,61,2,132459
15874,34,1,79585
191544,63,2,61121
76158,28,1,97722
66384,92,2,166869
146296,24,1,149049
16745,30,1,162791
150734,81,1,42753
102717,76,1,30416
31525,58,1,29038
167416,71,2,158181
95208,4,2,166672
174348,97,2,26320
172004,33,2,129914
18164,28,2,172377
62073,68,2,128221
51770,75,2,14673
29832,90,2,51984
32705,49,1,155314
124486,86,2,56844
181146,84,2,56666
196381,22,1,156767
129916,13,1,40704
110724,66,2,179383
195204,10,1,170097
121793,65,2,10872
160065,9,1,135949
197335,99,1,123790
53355,45,2,152270
193683,100,2,27212
175992,92,2,37912
13362,99,1,40633
66980,52,1,118637
198148,46,1,160564
87484,66,2,55623
26120,30,1,117783
6064,81,2,94125
95013,11,1,11584
177054,72,2,177263
44887,55,2,151763
80153,37,2,100576
11932,27,2,126585
146272,44,1,12778
157099,90,2,108794
151122,71,1,74536
109970,48,2,17209
9573,27,2,64238
123149,43,1,30915
104386,11,1,118511
55814,19,2,52721
53958,96,1,16454
135133,15,1,64390
77485,53,2,53728
198272,43,2,25745
88721,72,2,171539
131902,65,1,33765
141181,6,1,159847
97998,40,2,48968
158488,92,2,90805
177954,72,2,100344
181343,19,1,55357
159226,25,1,76497
72051,61,1,23715
85029,29,1,27686
140168,65,2,56988
55719,92,1,48922
70920,26,2,178894
53529,55,1,14673
34429,65,2,50549
43257,74,1,129282
99573,4,2,94081
912,83,1,93888
154214,26,1,6164
100909,77,2,113698
45741,70,2,40394
104536,89,2,128613
12409,60,2,153339
80815,15,2,41284
6855,55,1,23350
143645,32,2,158779
116034,12,1,125347
54820,43,1,171539
167650,77,2,7197
81107,14,1,42842
87592,40,1,113732
46873,13,2,120487
12475,74,1,92097
98432,98,2,135315
68805,41,2,156801
40482,69,2,10649
157439,99,1,53247
78071,39,1,46803
96952,74,1,97009
115459,13,1,39220
6902,16,2,1936
123789,98,1,114710
84169,67,1,151451
22930,34,2,74842
175172,39,2,84923
162566,32,1,163486
61570,70,2,163832
32987,31,2,122249
78266,99,2,44532
148722,81,2,29001
89838,75,2,67595
91130,91,2,166413
38593,58,2,47186
160022,20,1,113493
23556,14,1,96940
162013,55,2,93370
113135,31,2,39942
152825,78,1,51573
22733,86,2,62823
33037,59,1,134899
80930,0,1,110456
99350,53,1,22059
18993,54,1,111685
195134,62,2,79656
104897,95,1,70986
56027,68,1,92177
86079,94,1,98051
10342,27,2,24766
35647,50,1,10239
9974,61,1,151451
104925,47,1,73371
172392,91,1,179962
79302,65,2,81816
115111,11,1,87996
35526,32,2,108035
8583,7,1,53274
124053,76,2,34985
51321,46,2,60534
70274,49,2,78668
123491,73,1,162498
81368,10,2,15313
99063,91,1,178607
19919,60,1,26975
189504,32,2,5336
178775,97,2,105384
124398,66,1,170612
60810,98,2,150178
184301,100,2,113518
108752,9,1,114417
123002,31,2,145355
41098,0,1,127144
45953,61,2,81816
112052,24,2,123371
117349,100,1,170220
138230,50,1,101190
106241,57,1,131899
66379,65,2,66401
46605,64,1,144795
153303,62,2,49849
178561,42,2,161482
153535,41,2,70986
199860,38,2,12126
103390,97,2,92097
80856,30,1,116796
115723,91,2,79237
19873,0,2,154834
143475,85,1,156437
172239,14,2,173061
126661,80,2,33541
141526,24,1,168130
129145,3,1,139143
173070,19,2,148453
97295,99,1,34690
192212,73,2,65645
40380,46,1,64194
188640,71,2,45101
14508,53,1,30149
49453,5,2,5755
17391,40,1,113395
189016,82,2,158804
97342,45,1,66198
130715,19,1,163618
3711,7,2,115236
6689,84,2,165979
181903,39,1,108106
106223,73,1,15830
91240,21,2,103309
134316,41,2,6976
111867,67,2,179837
127121,100,2,29243
53708,31,1,4482
149455,30,2,147660
149492,66,1,122392
49835,90,2,11174
130821,87,1,103372
43515,82,2,14085
136935,22,1,149753
100613,96,1,148453
60746,41,1,132752
168585,25,1,133508
114848,96,1,179748
195120,100,2,6397
91971,6,1,11762
27771,89,2,101724
126462,47,1,154282
73532,50,2,152617
172652,42,2,144508
155118,52,2,70673
16217,12,2,33514
156497,68,1,67327
147627,62,1,65681
137182,96,2,109096
31195,53,2,98113
98416,9,2,155528
167642,99,2,26699
109627,97,2,68529
10530,68,1,119242
91091,44,1,75114
128576,80,1,135020
175166,33,2,130384
2090,90,1,9262
29625,53,2,61951
50476,93,2,106817
186847,25,1,100549
34457,73,1,147241
78558,57,2,153400
113562,9,1,150524
34321,5,2,40526
110612,97,2,167277
139326,24,1,9019
32737,85,2,153829
46726,63,2,72506
63184,51,1,157004
46223,55,1,173374
185085,75,1,60455
4375,54,1,160993
15626,14,2,23715
181691,61,2,92783
15011,16,2,100834
85696,82,2,84923
191669,76,1,156712
18216,98,1,105259
176411,73,2,53425
115381,18,2,88350
122364,23,1,152270
57064,34,1,24034
170461,78,1,103309
91653,44,1,119894
66018,64,2,92701
77175,61,2,129718
174114,90,2,69250
161403,24,2,98774
72665,44,2,138164
