id,income
174136,170000
53927,230000
58673,238000
53648,207000
6550,209000
96773,206000
26649,228000
535,207000
168565,210000
174378,186000
46541,234000
192139,227000
177336,204000
1682,240000
191059,195000
100623,202000
156336,175000
21856,224000
101370,216000
105898,186000
68526,179000
82974,215000
169095,188000
69214,226000
23245,170000
190838,171000
7623,221000
31545,194000
23501,229000
67033,195000
89402,173000
37242,172000
29570,215000
195053,240000
172012,232000
128484,218000
123042,229000
144918,213000
63347,186000
130019,177000
73308,234000
154228,207000
68981,225000
77691,187000
55351,175000
76411,181000
53816,224000
53990,202000
93057,190000
182099,194000
42860,170000
113815,227000
131298,225000
68594,213000
80086,201000
74048,218000
115908,204000
175142,212000
26094,205000
196056,226000
197228,196000
63360,180000
42063,226000
167742,194000
14743,237000
126090,219000
189790,184000
83141,234000
69969,194000
90102,235000
98058,214000
94206,218000
41659,215000
184013,234000
30189,188000
176135,199000
131,193000
118415,182000
42023,197000
108580,214000
191403,183000
183651,207000
180753,224000
47949,230000
146709,176000
66122,204000
16800,195000
139951,237000
113717,210000
163390,206000
49739,222000
32151,207000
175808,227000
191571,225000
56231,194000
159723,235000
189372,205000
57781,208000
31870,182000
60666,239000
144284,222000
179064,224000
146118,217000
120850,235000
167033,191000
169545,183000
151852,195000
34308,218000
10964,223000
188310,222000
932,174000
88511,175000
103573,202000
176680,181000
149668,215000
71965,205000
181017,194000
50457,202000
183240,212000
192314,208000
10563,214000
160821,174000
69155,175000
14175,219000
101792,236000
197687,172000
74218,189000
73703,204000
103147,210000
113739,197000
15874,184000
191544,240000
76158,186000
66384,229000
146296,173000
16745,198000
150734,222000
102717,205000
31525,222000
167416,2e+05
95208,172000
174348,240000
172004,183000
18164,201000
62073,217000
51770,214000
29832,211000
32705,231000
124486,199000
181146,206000
196381,202000
129916,205000
110724,239000
195204,235000
121793,237000
160065,172000
197335,181000
53355,176000
193683,223000
175992,174000
13362,226000
66980,207000
198148,179000
87484,179000
26120,185000
6064,224000
95013,237000
177054,226000
44887,183000
80153,239000
11932,185000
146272,175000
157099,228000
151122,223000
109970,181000
9573,213000
123149,194000
104386,199000
55814,218000
53958,223000
135133,211000
77485,168000
198272,179000
88721,207000
131902,169000
141181,210000
97998,214000
158488,216000
177954,175000
181343,213000
159226,168000
72051,190000
85029,185000
140168,217000
55719,205000
70920,172000
53529,204000
34429,234000
43257,212000
99573,224000
912,190000
154214,179000
100909,2e+05
45741,225000
104536,214000
12409,229000
80815,239000
6855,169000
143645,184000
116034,171000
54820,171000
167650,208000
81107,220000
87592,228000
46873,222000
12475,173000
98432,236000
68805,236000
40482,235000
157439,173000
78071,201000
96952,199000
115459,191000
6902,208000
123789,218000
84169,227000
22930,202000
175172,187000
162566,199000
61570,207000
32987,211000
78266,202000
148722,201000
89838,232000
91130,2e+05
38593,209000
160022,215000
23556,207000
162013,175000
113135,174000
152825,216000
22733,185000
33037,204000
80930,229000
99350,240000
18993,232000
195134,179000
104897,180000
56027,233000
86079,213000
10342,188000
35647,173000
9974,203000
104925,215000
172392,209000
79302,194000
115111,221000
35526,218000
8583,176000
124053,196000
51321,209000
70274,175000
123491,173000
81368,234000
99063,2e+05
19919,222000
189504,193000
178775,232000
124398,229000
60810,178000
184301,227000
108752,231000
123002,217000
41098,172000
45953,223000
112052,199000
117349,174000
138230,188000
106241,208000
66379,214000
46605,227000
153303,237000
178561,176000
153535,228000
199860,185000
103390,232000
80856,224000
115723,211000
19873,217000
143475,193000
172239,187000
126661,176000
141526,185000
129145,214000
173070,215000
97295,233000
192212,225000
40380,201000
188640,218000
14508,225000
49453,198000
17391,206000
189016,174000
97342,172000
130715,235000
3711,235000
6689,201000
181903,238000
106223,203000
91240,181000
134316,212000
111867,187000
127121,2e+05
53708,203000
149455,191000
149492,206000
49835,222000
130821,237000
43515,224000
136935,168000
100613,219000
60746,179000
168585,226000
114848,178000
195120,175000
91971,225000
27771,201000
126462,190000
73532,224000
172652,236000
155118,192000
16217,226000
156497,219000
147627,175000
137182,183000
31195,236000
98416,202000
167642,177000
109627,184000
10530,185000
91091,168000
128576,184000
175166,228000
2090,198000
29625,213000
50476,182000
186847,177000
34457,168000
78558,169000
113562,217000
34321,204000
110612,196000
139326,229000
32737,208000
46726,203000
63184,212000
46223,192000
185085,238000
4375,195000
15626,223000
181691,172000
15011,223000
85696,238000
191669,205000
18216,201000
176411,176000
115381,221000
122364,208000
57064,180000
170461,213000
91653,224000
66018,178000
77175,180000
174114,205000
161403,178000
72665,180000
61575,203000
172574,176000
116302,229000
181106,204000
42791,207000
145376,2e+05
10155,180000
128076,203000
108851,170000
95146,217000
173742,215000
112123,175000
118951,180000
12806,221000
49160,194000
781,183000
97390,179000
76900,179000
36622,228000
43679,203000
68845,227000
124061,193000
80595,182000
163974,235000
71429,184000
60880,195000
189177,216000
39303,232000
88076,210000
64128,173000
27402,202000
197561,187000
110039,213000
120164,240000
37205,189000
32571,228000
43583,170000
25092,214000
3495,191000
9300,170000
114409,2e+05
173365,234000
158111,190000
50079,208000
90357,194000
38277,207000
184733,222000
72295,171000
11952,181000
78758,179000
75442,220000
160270,217000
108250,202000
96418,212000
84536,189000
7691,217000
34066,236000
65431,176000
189760,168000
18119,225000
105272,189000
36954,221000
12061,217000
120540,239000
136392,220000
136638,225000
17318,174000
11024,193000
191377,207000
109745,211000
56406,215000
170583,192000
36104,173000
59140,2e+05
100716,199000
185388,234000
124244,186000
196493,171000
44647,235000
148583,233000
177600,235000
144495,193000
138541,219000
20228,217000
175309,237000
145557,233000
145100,233000
91729,180000
163931,223000
77671,169000
64734,188000
143142,208000
192943,204000
136715,235000
112468,186000
105576,189000
28422,202000
151557,240000
100356,195000
68441,183000
141835,182000
113677,193000
15172,179000
50754,194000
179497,172000
140576,180000
73142,240000
108444,224000
173857,220000
1719,229000
153305,194000
26193,217000
157259,226000
3827,228000
64987,184000
54418,230000
69566,232000
162810,198000
8028,211000
128742,184000
98463,170000
51746,205000
129341,168000
76043,181000
5020,225000
77504,187000
81966,179000
34962,176000
99243,173000
33087,197000
50296,2e+05
166844,216000
2595,171000
110454,225000
66043,174000
171780,186000
44240,216000
93050,198000
109393,212000
101286,192000
189139,188000
51706,183000
67510,213000
89284,236000
177843,215000
140632,176000
38664,214000
40863,174000
153195,172000
7107,198000
100297,239000
82643,188000
20169,181000
49893,231000
65127,240000
60170,174000
123718,199000
25773,238000
190655,227000
27082,197000
191468,175000
38247,227000
21661,215000
9048,174000
194139,2e+05
58048,181000
192786,237000
135319,217000
76889,211000
192506,229000
148860,206000
81596,199000
102205,214000
17316,219000
63678,218000
50618,205000
126076,231000
71805,212000
193579,194000
13397,180000
107460,213000
74547,235000
59024,212000
110050,203000
144898,224000
193490,218000
172344,215000
20080,191000
98842,224000
61636,229000
118665,199000
92582,213000
94493,231000
144682,171000
126299,173000
68530,205000
6160,220000
146475,223000
37446,199000
98153,233000
107094,237000
1978,211000
190124,228000
139667,220000
65882,174000
174592,183000
148939,212000
11446,195000
123333,205000
96092,225000
139347,184000
74893,210000
29635,170000
41625,221000
182931,187000
197458,226000
28080,202000
161726,194000
88646,233000
111335,228000
164278,181000
103195,213000
95355,229000
71479,190000
15578,174000
127322,180000
3035,194000
175878,227000
40530,237000
89835,211000
67824,204000
198824,222000
56838,169000
68131,238000
74584,239000
90500,193000
19806,202000
108988,185000
55697,181000
159331,207000
13314,194000
197206,174000
93858,224000
67961,232000
27099,199000
105242,209000
143957,232000
61222,211000
2769,193000
196470,176000
112435,176000
169581,214000
195177,169000
158689,216000
43346,206000
191757,222000
160734,234000
140523,182000
73017,199000
172259,183000
67950,222000
24961,236000
32386,176000
100799,172000
139398,218000
80118,186000
115515,222000
62356,217000
87477,179000
121288,170000
84774,176000
141290,206000
181855,2e+05
143276,199000
104410,203000
94515,233000
8969,173000
9566,195000
74015,228000
137896,189000
7687,184000
72974,235000
176232,168000
185592,2e+05
107278,222000
92422,204000
45722,175000
53123,184000
130542,188000
60755,212000
195656,178000
23724,215000
166797,170000
192816,217000
100547,192000
30764,203000
190341,217000
138917,227000
84749,170000
156239,222000
23400,197000
107935,180000
32618,203000
18634,227000
78728,195000
161457,186000
71910,230000
88549,177000
86569,2e+05
8631,170000
148901,171000
186240,193000
99926,168000
147746,170000
106064,230000
124141,196000
178029,223000
1605,176000
44807,229000
141165,228000
143473,229000
44947,228000
145542,206000
75803,225000
12682,234000
19743,217000
133591,225000
70193,230000
2277,214000
177377,180000
59582,211000
8826,199000
140851,192000
19309,202000
60248,207000
184794,231000
199529,197000
129542,170000
160845,174000
104277,198000
195463,196000
10358,226000
182877,187000
99323,221000
181468,205000
12272,202000
109720,190000
87735,237000
16433,175000
71196,239000
123863,226000
132561,185000
141926,217000
169939,209000
5657,227000
70134,240000
180876,182000
134628,240000
51229,229000
26362,219000
162241,179000
127703,192000
52858,216000
21641,207000
34656,212000
198894,196000
84048,204000
183053,219000
151372,221000
32982,169000
143134,218000
158971,212000
65886,171000
166046,217000
2887,218000
195288,186000
99187,202000
64221,182000
149996,225000
12291,204000
67755,212000
105195,203000
160067,189000
94054,172000
65519,188000
60490,186000
89050,179000
125217,177000
77517,206000
185394,229000
10769,231000
320,183000
58241,174000
48423,213000
120778,236000
177623,212000
151514,185000
124514,213000
72359,224000
185789,190000
27890,230000
22578,184000
199479,211000
30450,209000
42102,224000
113380,217000
51517,187000
47265,206000
15851,190000
63086,190000
130813,180000
26838,228000
124212,197000
63428,229000
125111,174000
24316,173000
105046,235000
108217,221000
67708,216000
73277,174000
175909,235000
196636,174000
164423,214000
85248,172000
187568,225000
190635,227000
14006,172000
196339,170000
76012,181000
111972,206000
116063,218000
104568,194000
63960,203000
101698,208000
164049,238000
151879,223000
96925,179000
77953,173000
14757,207000
103951,210000
122487,172000
24854,171000
80431,170000
170787,175000
114227,173000
167751,211000
91058,237000
26361,209000
181772,192000
110087,176000
102543,187000
83773,168000
80948,225000
145867,179000
124021,197000
57550,210000
99937,240000
170651,186000
17059,229000
92742,183000
152591,188000
52026,217000
17919,198000
94997,202000
28564,173000
165173,186000
46285,224000
191950,190000
17241,190000
76758,232000
74822,215000
135522,170000
86415,177000
11239,237000
59842,191000
159104,191000
161824,187000
127037,238000
173070,228000
57655,172000
156814,222000
195796,204000
5548,210000
66726,220000
89544,228000
184740,210000
25904,190000
84058,222000
178665,222000
151994,224000
14629,233000
65294,171000
88781,173000
122092,212000
10371,192000
23571,227000
21132,194000
79495,224000
159671,221000
176668,228000
191466,211000
196445,184000
198630,198000
72464,178000
99955,186000
32162,201000
140626,189000
158376,201000
83240,225000
83035,170000
126828,228000
45850,177000
13519,185000
63155,227000
138872,239000
177459,239000
114424,188000
156791,173000
80371,211000
136953,2e+05
137052,223000
37231,174000
111626,205000
66028,233000
146234,171000
127606,180000
40126,195000
156560,214000
153415,211000
68704,211000
10807,169000
74511,184000
4453,233000
70774,181000
162485,235000
81797,193000
7569,232000
83406,193000
106276,217000
157571,225000
198597,188000
62260,237000
13057,197000
97760,206000
115151,226000
31182,169000
5230,208000
47299,223000
9872,173000
61708,2e+05
64093,185000
10263,210000
119998,184000
131753,213000
17470,202000
48871,202000
180456,174000
33744,225000
124899,201000
73519,207000
104464,222000
3688,175000
84865,219000
16751,184000
81085,208000
117737,221000
103254,233000
102007,215000
151704,215000
24989,219000
81697,171000
35112,187000
55241,180000
141846,226000
151478,182000
103054,201000
35115,240000
53178,208000
72807,190000
88338,190000
109869,214000
83996,240000
180437,176000
118274,225000
123292,197000
75630,192000
122879,174000
41727,207000
187919,187000
188612,226000
166644,217000
95136,238000
191121,176000
86280,183000
91940,204000
181121,214000
191203,215000
171664,191000
134665,171000
60787,230000
174279,193000
104988,218000
60748,185000
171775,177000
136810,222000
136612,195000
85764,177000
99161,189000
159476,195000
33442,240000
24958,237000
71375,171000
132838,191000
58981,208000
170191,196000
192832,239000
63991,175000
80516,201000
36475,187000
148495,223000
182720,191000
131598,234000
151403,214000
138484,176000
131941,233000
189864,204000
147031,171000
87808,179000
176672,201000
61878,232000
19141,205000
147247,216000
139048,184000
35119,179000
34060,230000
54236,217000
125436,217000
159767,185000
95701,183000
21835,170000
22867,198000
51361,198000
183499,211000
124671,218000
110629,202000
148430,176000
157318,193000
82001,188000
2068,234000
41000,218000
52831,233000
5567,220000
23775,218000
187833,226000
119609,171000
198169,191000
141563,207000
154614,187000
127505,220000
29812,206000
9928,220000
76884,179000
193129,187000
177413,182000
193612,168000
94099,169000
168955,192000
137840,181000
139048,181000
149926,239000
181085,175000
67712,193000
144204,174000
76884,218000
123944,174000
10805,205000
118024,169000
78911,222000
124879,172000
29063,197000
198437,177000
56081,237000
34195,194000
125639,235000
122060,228000
6092,185000
19034,188000
159527,227000
157943,169000
159073,169000
77536,211000
125829,234000
51582,196000
130358,205000
43100,233000
199089,208000
188407,226000
178146,230000
193472,2e+05
122804,178000
125541,214000
190357,214000
32641,213000
59603,172000
31864,220000
10686,185000
7602,207000
25650,239000
143844,197000
100815,187000
133268,190000
113939,207000
149322,208000
22510,214000
114963,210000
120564,175000
94126,217000
108701,205000
63099,213000
161792,225000
137958,237000
144551,230000
154530,240000
188935,216000
37535,172000
2902,210000
139739,186000
70979,206000
1893,228000
71233,2e+05
38850,226000
86703,191000
198314,231000
25063,181000
37905,223000
48889,226000
64368,191000
138434,232000
189541,232000
120430,204000
102162,199000
95488,174000
96900,204000
179866,225000
83546,213000
113241,236000
105889,199000
64629,225000
177788,228000
88805,225000
12170,169000
52967,211000
53154,209000
114758,180000
46700,229000
186016,177000
7915,182000
138994,190000
56125,223000
155459,197000
29109,221000
39845,170000
149261,173000
102945,187000
38591,190000
141182,214000
2635,169000
128342,183000
121526,216000
30724,236000
97277,171000
184159,223000
55841,194000
55417,228000
7870,220000
191841,234000
12562,189000
63265,230000
92272,224000
181827,210000
146346,188000
73756,238000
176792,188000
83927,223000
168806,204000
158570,237000
127812,204000
141474,231000
117337,184000
91494,189000
59701,208000
181381,221000
119130,213000
47959,224000
111099,239000
115422,173000
101702,190000
98822,168000
162676,224000
199266,224000
99797,193000
81179,240000
160298,172000
169976,189000
103755,202000
97982,210000
62526,214000
27281,236000
52933,228000
46892,216000
83886,221000
77588,214000
112370,237000
36402,170000
42756,222000
104864,208000
132791,190000
162233,225000
21281,223000
156377,192000
171981,207000
11964,228000
28428,194000
62087,226000
25965,220000
194090,219000
1296,208000
165755,202000
71910,216000
61781,216000
90202,225000
124616,177000
7733,237000
15759,231000
181586,189000
118541,172000
24224,210000
110769,231000
178287,183000
33514,193000
55193,237000
20619,233000
18869,216000
30332,183000
1614,235000
102614,170000
13224,177000
122331,193000
108989,174000
27431,208000
88846,204000
192198,199000
38453,169000
179097,218000
132647,207000
66231,207000
49345,168000
18688,213000
150299,189000
175040,217000
43728,177000
163907,227000
113248,207000
46561,178000
108157,218000
161216,171000
96945,175000
111625,177000
77481,240000
141495,174000
132753,212000
164610,192000
174593,226000
152716,205000
725,176000
123083,225000
199675,221000
196347,189000
115995,192000
80778,227000
44182,227000
199032,213000
30847,176000
161200,212000
199522,222000
157620,181000
133834,169000
65169,192000
103668,189000
183648,194000
190246,199000
94739,218000
63518,195000
173336,178000
17174,228000
4770,181000
177314,239000
21709,179000
101613,209000
101327,223000
45811,182000
37064,180000
118176,238000
76997,177000
132101,227000
164427,230000
122093,217000
169867,218000
108158,182000
17595,221000
150460,231000
41000,219000
120359,174000
87724,212000
166487,202000
51118,230000
175435,210000
